"MDM_MOCK_F" "MDM_MOCK_L" "MDM_MOCK_S" "MDM_IL27_F" "MDM_IL27_L" "MDM_IL27_S" "MDM_LPS_F" "MDM_LPS_L" "MDM_LPS_S" "MDM_IL27_LPS_F" "MDM_IL27_LPS_L" "MDM_IL27_LPS_S"
"ENSG00000274227" 53 29 44 40 39 31 32 12 27 43 29 30
"ENSG00000266370" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200688" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000111300" 707 678 967 761 793 713 895 497 743 702 684 697
"ENSG00000258323" 4 1 0 0 0 0 0 0 0 4 0 0
"ENSG00000135148" 1005 958 1375 1595 1628 1499 6946 4907 6196 5736 7088 6670
"ENSG00000200135" 0 0 0 0 1 0 1 1 1 1 2 5
"ENSG00000173064" 1086 650 1192 937 808 660 813 525 758 651 773 762
"ENSG00000257494" 2 0 3 1 3 3 0 0 0 1 1 0
"ENSG00000201428" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000213152" 0 0 0 0 0 2 0 0 2 0 0 2
"ENSG00000257658" 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000273826" 10 14 12 25 9 11 13 12 22 9 12 23
"ENSG00000089009" 4137 6324 5198 3525 6457 3639 3304 5132 4147 1600 4513 3013
"ENSG00000179295" 1184 1260 1953 1307 1680 1166 1169 848 1343 802 1193 1179
"ENSG00000089169" 4 0 2 0 0 0 2 0 0 0 0 6
"ENSG00000257452" 94 79 100 181 251 148 671 465 548 496 614 672
"ENSG00000089127" 886 1015 927 1852 2210 1485 6963 5323 6531 5284 6843 7129
"ENSG00000111331" 1205 934 1064 2432 2488 1472 17694 10350 13225 15428 16880 16650
"ENSG00000111335" 658 490 514 1696 1303 1066 13578 9443 11153 12166 13177 13697
"ENSG00000258159" 0 0 0 0 0 0 0 2 0 0 4 2
"ENSG00000135144" 12 3 0 2 2 0 20 1 11 11 2 6
"ENSG00000111344" 13 40 21 13 35 16 2 6 2 0 0 2
"ENSG00000186710" 350 387 420 301 403 270 312 274 246 187 181 239
"ENSG00000199899" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000123064" 1372 1368 1386 1295 1482 933 1089 959 1049 644 789 890
"ENSG00000201208" 0 0 1 1 0 1 0 0 0 0 0 0
"ENSG00000276908" 5 2 8 1 1 3 8 2 2 3 1 5
"ENSG00000139405" 217 340 346 219 349 206 102 89 86 52 81 88
"ENSG00000257286" 24 45 27 15 61 24 6 8 10 12 13 16
"ENSG00000166578" 21 14 22 10 14 7 2 0 8 4 0 2
"ENSG00000186815" 4835 3442 6186 3733 3594 3402 1520 1238 2056 943 1331 1671
"ENSG00000089060" 5867 3656 5536 4651 3550 3424 2501 1214 2441 1637 1411 2111
"ENSG00000151176" 5587 4090 6586 5467 4360 3739 4470 2907 4646 3352 3706 4812
"ENSG00000135094" 981 438 1075 1781 998 1617 888 418 505 1150 540 1121
"ENSG00000139410" 926 629 1126 881 650 932 563 387 627 379 334 518
"ENSG00000277566" 5 4 6 2 0 2 0 0 4 1 0 2
"ENSG00000274822" 1 2 3 0 0 1 0 1 0 0 4 0
"ENSG00000122965" 972 724 923 976 879 765 720 517 672 478 472 609
"ENSG00000257359" 57 58 60 74 56 37 56 36 55 39 52 25
"ENSG00000123066" 801 540 1185 1083 755 617 1581 814 1427 1158 1642 1550
"ENSG00000258034" 62 29 104 65 38 27 106 46 88 82 110 107
"ENSG00000200665" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000207967" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257979" 0 0 0 0 0 0 2 0 0 4 0 0
"ENSG00000258337" 0 0 0 2 4 0 0 1 0 0 0 0
"ENSG00000263768" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000258018" 5 0 1 5 2 1 17 6 13 14 8 21
"ENSG00000196668" 21 24 13 38 32 11 24 16 15 18 31 10
"ENSG00000258102" 96 51 117 36 66 36 34 67 84 59 43 67
"ENSG00000111412" 1293 942 2019 1247 1311 1333 883 610 1138 739 783 1060
"ENSG00000135119" 65 33 70 32 36 40 24 22 25 13 15 12
"ENSG00000275467" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239374" 0 0 0 0 1 0 0 2 2 0 0 2
"ENSG00000201382" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135116" 121 81 167 110 105 129 88 37 90 56 36 77
"ENSG00000274554" 6 5 18 8 6 2 3 4 5 3 4 6
"ENSG00000174989" 219 144 325 197 182 121 109 65 71 67 69 52
"ENSG00000240100" 3 0 2 0 0 0 0 0 1 0 0 2
"ENSG00000257279" 9 10 15 8 4 7 2 0 4 3 0 1
"ENSG00000277840" 4 0 5 4 0 0 0 0 0 0 0 0
"ENSG00000088992" 34 21 36 22 9 17 12 20 34 10 8 28
"ENSG00000258285" 3 1 0 0 0 1 0 0 0 0 0 0
"ENSG00000135108" 320 387 582 348 472 291 165 209 226 92 255 186
"ENSG00000111445" 347 428 554 333 435 365 284 297 343 203 331 284
"ENSG00000176871" 1514 1289 2187 1396 1458 1335 2268 1520 2483 1486 1594 2088
"ENSG00000276292" 0 2 1 4 0 0 0 2 0 0 2 3
"ENSG00000277873" 28 33 61 14 42 28 13 17 21 14 26 9
"ENSG00000274859" 11 23 49 16 28 14 20 3 12 2 7 7
"ENSG00000176834" 223 221 385 193 226 193 122 85 87 99 122 86
"ENSG00000089220" 2362 1728 2464 1974 1759 1580 1970 1280 1567 1292 1498 1400
"ENSG00000135090" 1609 1704 2162 2333 2038 1635 1851 1254 2561 1552 2043 2247
"ENSG00000278227" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221280" 1 0 0 3 0 1 0 0 0 1 0 0
"ENSG00000240342" 1231 1500 1239 1040 1772 786 883 1535 887 488 1472 870
"ENSG00000111707" 706 521 875 700 652 586 485 434 460 483 595 492
"ENSG00000275759" 3 10 7 6 8 7 0 4 4 0 7 2
"ENSG00000275409" 2 4 6 0 3 0 0 2 0 2 0 2
"ENSG00000183273" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248636" 15 19 19 17 18 10 19 6 20 9 11 34
"ENSG00000222647" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224982" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252886" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000111725" 583 561 868 596 603 622 580 559 719 526 693 630
"ENSG00000122966" 240 285 336 161 265 105 81 179 107 59 151 68
"ENSG00000255692" 6 3 10 1 2 0 8 6 2 0 3 1
"ENSG00000221323" 1 4 15 5 0 1 1 9 0 1 5 0
"ENSG00000279777" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255575" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135127" 522 265 781 407 233 497 147 48 255 115 82 275
"ENSG00000278250" 2 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000111737" 1539 1166 1715 1445 1507 1110 2446 1770 2339 2368 2356 2718
"ENSG00000277283" 43 41 40 46 58 18 50 37 79 42 42 71
"ENSG00000266704" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263913" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000089154" 3028 2193 3073 2821 2690 2058 2095 1316 1703 1454 1596 2026
"ENSG00000089157" 6671 10557 8533 4681 12353 5125 3793 10096 5527 2328 9401 3893
"ENSG00000255857" 1736 1431 2365 1622 1738 1895 1209 940 1820 1094 1165 1914
"ENSG00000089159" 4703 3885 6608 4778 4967 4901 3425 2396 5094 2927 3193 5887
"ENSG00000240925" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000275936" 8 10 4 0 9 2 5 2 0 2 2 4
"ENSG00000123009" 9 4 8 6 10 6 2 1 1 0 8 5
"ENSG00000089163" 7 11 22 22 11 6 0 4 2 0 0 0
"ENSG00000252659" 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000170890" 2 4 0 0 0 0 2 0 0 0 0 0
"ENSG00000111780" 2302 2252 2184 2180 2481 1599 2116 2178 2603 980 2547 2296
"ENSG00000257218" 1181 1201 1642 1021 1446 1177 729 840 892 685 885 789
"ENSG00000111786" 1964 2116 2496 1859 2787 1831 1346 1550 1521 1121 1747 1482
"ENSG00000088986" 2515 2745 2585 2573 3134 2330 1100 959 1293 573 928 887
"ENSG00000111775" 3575 3374 3358 3235 3616 2647 3058 3342 3865 1584 3668 3500
"ENSG00000170855" 288 298 460 227 323 251 42 106 81 39 85 72
"ENSG00000219355" 4 0 8 4 4 2 2 0 0 0 0 6
"ENSG00000248008" 103 82 109 78 103 88 26 10 10 8 10 10
"ENSG00000278344" 2 11 1 0 0 1 4 0 2 0 0 0
"ENSG00000110871" 403 365 612 326 442 443 180 157 238 91 218 185
"ENSG00000222601" 0 0 2 2 0 0 0 0 0 0 0 0
"ENSG00000022840" 2074 1809 2397 2032 2114 1565 2286 1878 2210 1938 2664 2394
"ENSG00000241030" 3 2 5 3 0 1 4 0 0 4 2 4
"ENSG00000167272" 189 274 266 140 272 148 78 109 78 29 97 63
"ENSG00000256008" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000157782" 2 6 0 0 2 0 0 10 0 0 2 0
"ENSG00000110917" 2847 2681 3902 2411 3144 2456 1375 1169 1521 1081 1295 1310
"ENSG00000256364" 403 352 571 314 382 344 180 104 183 193 145 147
"ENSG00000276188" 4 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000175970" 314 341 456 271 393 236 143 152 170 109 163 139
"ENSG00000256569" 60 59 93 50 91 42 23 28 34 19 18 26
"ENSG00000265455" 18 16 33 6 16 17 4 8 7 5 6 9
"ENSG00000122971" 805 633 893 622 733 595 664 679 551 540 596 614
"ENSG00000255946" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000157837" 831 690 1246 803 809 804 592 476 705 499 590 586
"ENSG00000213137" 1 0 0 0 2 0 0 0 4 2 0 0
"ENSG00000231313" 2 3 1 1 9 5 11 6 8 3 17 10
"ENSG00000241388" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135100" 8 32 21 12 23 16 2 16 10 3 5 5
"ENSG00000157895" 218 260 318 176 260 192 161 132 160 106 144 172
"ENSG00000135114" 30 22 20 43 85 42 8681 11080 8364 7885 17459 10538
"ENSG00000089041" 2342 1077 2410 3360 1872 2428 12518 5017 11289 9175 7640 11352
"ENSG00000135124" 1164 946 1694 927 954 1254 3205 2655 3452 2304 3338 3416
"ENSG00000110931" 995 734 1212 1002 887 715 1125 816 1206 893 925 1020
"ENSG00000257053" 2 2 1 0 2 0 0 0 12 5 0 3
"ENSG00000274029" 29 23 36 33 26 32 100 51 116 70 74 93
"ENSG00000089053" 1851 1789 2323 1631 2172 1501 971 1044 1052 728 973 1057
"ENSG00000258435" 0 4 2 2 5 0 0 0 0 0 2 4
"ENSG00000170633" 852 508 1082 761 654 864 874 554 862 691 790 880
"ENSG00000089094" 1877 1161 2293 1702 1400 1460 1717 989 1772 1390 1510 2127
"ENSG00000256742" 3 6 2 10 7 2 0 8 0 0 0 2
"ENSG00000277819" 20 13 12 13 11 14 21 8 6 13 6 21
"ENSG00000276045" 433 617 544 459 610 380 652 705 908 411 683 682
"ENSG00000139714" 21 22 19 15 12 9 5 8 7 1 18 1
"ENSG00000188735" 2034 1517 2372 1604 1751 1663 2269 2050 2750 1544 2177 2081
"ENSG00000139725" 1855 1499 2279 1496 1776 1584 2333 2109 2759 1553 2263 2113
"ENSG00000212694" 1075 816 1042 696 744 671 279 277 323 241 229 304
"ENSG00000272849" 149 145 214 120 113 106 48 40 45 31 22 48
"ENSG00000274292" 223 189 260 212 219 157 58 42 75 48 60 66
"ENSG00000139718" 929 555 1093 961 785 595 1326 765 1141 1308 1275 1760
"ENSG00000158104" 8 6 8 12 11 13 11 14 7 6 4 7
"ENSG00000256811" 0 0 0 0 2 0 0 0 0 0 0 0
"ENSG00000278084" 2 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000110801" 604 521 611 496 600 417 541 579 564 349 638 478
"ENSG00000256950" 505 474 491 420 507 348 464 475 492 287 546 403
"ENSG00000239082" 0 0 0 0 3 1 0 0 0 0 0 0
"ENSG00000158023" 1 23 14 2 5 12 9 3 5 3 4 12
"ENSG00000255856" 1 2 0 0 0 0 0 0 0 0 2 2
"ENSG00000110987" 103 75 233 72 122 123 59 63 131 34 60 87
"ENSG00000256546" 26 40 20 13 43 9 4 8 4 4 5 4
"ENSG00000175727" 1546 1167 1850 1227 1592 1160 607 604 536 512 863 703
"ENSG00000158113" 2 2 4 2 2 2 4 1 6 0 8 1
"ENSG00000204671" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000176383" 497 497 577 463 588 428 363 453 441 233 403 368
"ENSG00000184047" 740 681 843 697 806 663 561 641 640 320 525 511
"ENSG00000256861" 1029 1059 1357 1087 1267 1010 754 858 860 492 754 670
"ENSG00000139719" 777 754 1108 805 904 770 438 473 469 332 396 366
"ENSG00000280389" 0 0 2 0 0 4 0 0 0 2 0 0
"ENSG00000130779" 1462 1240 1972 1972 1566 1524 2115 1150 1826 1304 1809 1999
"ENSG00000256304" 0 0 4 6 2 2 6 7 2 6 4 6
"ENSG00000214760" 0 0 0 3 3 0 0 9 5 3 2 0
"ENSG00000257097" 2 0 0 2 2 2 5 0 0 5 0 3
"ENSG00000033030" 612 397 637 573 656 514 558 399 550 462 662 674
"ENSG00000252192" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000111011" 1129 910 1353 1328 1095 948 1495 1182 1736 983 1592 1606
"ENSG00000184445" 652 807 1060 648 927 626 229 296 332 162 395 240
"ENSG00000255972" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274191" 8 0 12 10 3 5 0 0 0 0 0 0
"ENSG00000256249" 4 58 28 35 194 120 413 853 563 375 984 750
"ENSG00000182782" 14 10 31 52 55 117 593 701 691 472 950 947
"ENSG00000255398" 6 91 50 56 260 151 644 1060 769 558 1300 1045
"ENSG00000139726" 883 845 1263 650 956 831 618 584 703 364 515 688
"ENSG00000206914" 0 0 3 0 0 1 0 3 0 0 2 1
"ENSG00000130783" 16 7 7 8 2 6 0 2 10 0 1 2
"ENSG00000130787" 39 40 72 22 49 60 40 76 52 72 208 117
"ENSG00000256152" 224 142 255 125 198 139 104 121 85 115 95 124
"ENSG00000139722" 872 685 1032 639 849 695 436 485 472 479 571 610
"ENSG00000280138" 140 79 174 148 111 83 66 46 65 77 96 84
"ENSG00000150967" 1723 1425 2445 1326 1517 1653 573 676 680 407 700 707
"ENSG00000111325" 592 445 559 429 520 461 142 181 113 106 146 170
"ENSG00000182196" 1797 2012 1982 1567 2175 1530 1241 1792 1531 830 1675 1360
"ENSG00000256028" 2316 2402 2458 1940 2626 1949 1351 1940 1624 891 1793 1495
"ENSG00000090975" 47 24 61 14 40 43 4 21 9 6 6 16
"ENSG00000265526" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251497" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280381" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000051825" 334 276 450 240 310 149 122 112 113 112 186 77
"ENSG00000130921" 175 152 212 115 174 121 98 92 65 76 124 45
"ENSG00000235423" 441 501 935 389 520 532 405 335 679 250 476 514
"ENSG00000269980" 0 4 1 0 0 2 0 9 0 0 0 3
"ENSG00000280120" 89 83 103 29 96 45 14 18 13 16 15 2
"ENSG00000111328" 786 904 1582 736 1017 914 811 629 1127 429 849 929
"ENSG00000139697" 969 844 1419 1013 987 894 762 452 826 510 604 830
"ENSG00000207189" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256092" 41 20 41 27 36 30 24 3 18 10 13 13
"ENSG00000277700" 2 1 5 2 2 1 6 0 2 1 3 1
"ENSG00000183955" 578 531 768 472 611 562 417 331 628 363 486 615
"ENSG00000150977" 764 792 806 813 1074 781 2203 2179 3369 1642 2529 2910
"ENSG00000270445" 6 4 0 0 0 0 0 0 2 0 2 3
"ENSG00000184209" 735 615 954 824 669 768 655 501 715 420 667 672
"ENSG00000266655" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000188026" 417 337 443 421 361 272 325 195 286 174 257 275
"ENSG00000280328" 225 157 262 175 156 135 148 82 136 79 132 170
"ENSG00000274427" 3 0 5 5 1 5 7 0 4 0 8 3
"ENSG00000278112" 10 4 7 15 6 4 21 5 15 6 4 2
"ENSG00000111364" 535 528 1044 531 565 766 177 202 241 111 153 220
"ENSG00000111361" 1132 1036 1472 1212 1188 1025 662 537 852 394 522 633
"ENSG00000111358" 719 495 817 620 572 561 861 467 722 667 646 725
"ENSG00000247373" 193 227 313 295 366 136 270 228 281 109 312 235
"ENSG00000086598" 2072 2164 3035 1980 2622 1745 2202 1925 2510 1347 2396 2035
"ENSG00000206897" 2 0 0 6 2 0 0 1 2 3 0 0
"ENSG00000279953" 4 6 0 3 6 0 0 0 8 2 6 0
"ENSG00000278861" 21 23 33 34 20 12 23 9 25 12 19 17
"ENSG00000168778" 331 169 291 285 214 218 220 182 250 206 203 252
"ENSG00000255839" 77 32 62 53 56 46 41 49 63 31 37 49
"ENSG00000239215" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000185344" 783 731 1039 871 788 890 1054 602 880 666 719 836
"ENSG00000280300" 58 42 82 66 57 65 105 70 99 100 75 84
"ENSG00000197653" 34 26 75 32 20 19 18 10 26 13 16 23
"ENSG00000119242" 520 391 554 585 448 346 532 347 541 364 518 498
"ENSG00000270130" 0 0 3 1 0 4 0 0 6 2 0 4
"ENSG00000179195" 1142 795 1610 1132 947 905 694 343 655 512 413 535
"ENSG00000178882" 41 19 29 35 29 16 16 10 16 16 6 13
"ENSG00000274874" 50 22 45 40 16 35 33 16 20 24 12 19
"ENSG00000256827" 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000256596" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270028" 17 15 27 6 15 20 5 13 9 0 6 7
"ENSG00000250091" 35 43 74 25 35 39 21 10 39 10 33 40
"ENSG00000270048" 1 0 3 0 0 0 0 0 0 0 0 1
"ENSG00000269997" 2 0 4 0 3 0 2 0 0 0 0 2
"ENSG00000269938" 1 1 3 2 0 0 2 0 2 0 1 0
"ENSG00000270061" 2 2 0 2 2 1 1 0 0 0 0 2
"ENSG00000270095" 1 1 0 4 1 2 0 0 2 5 0 7
"ENSG00000275389" 2 0 8 0 0 2 6 0 0 0 2 0
"ENSG00000196498" 3449 1932 3074 2958 2341 1479 1944 1001 1917 1138 1245 2036
"ENSG00000275967" 0 1 1 0 0 0 0 0 0 0 0 0
"ENSG00000255965" 0 2 0 1 0 0 0 0 0 0 0 0
"ENSG00000279071" 0 0 0 0 0 0 2 0 2 2 0 0
"ENSG00000279121" 0 0 4 0 0 0 0 0 0 0 0 0
"ENSG00000279334" 0 0 4 0 0 0 0 0 2 0 0 0
"ENSG00000214650" 4 0 2 0 3 0 0 0 2 0 0 1
"ENSG00000279527" 2 0 3 0 0 3 0 0 1 0 2 0
"ENSG00000280354" 1 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000073060" 3945 1308 3038 2780 1262 1531 1759 556 1374 1046 582 1145
"ENSG00000150991" 16068 19707 19631 20291 22931 17903 21757 23922 22263 18027 28495 26747
"ENSG00000265345" 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000241129" 5 0 2 4 0 2 0 0 0 0 0 0
"ENSG00000150990" 523 477 673 606 663 469 590 420 490 436 380 458
"ENSG00000280634" 129 177 278 159 156 126 50 11 41 31 44 24
"ENSG00000184992" 876 951 1286 726 978 746 275 163 329 190 188 208
"ENSG00000081760" 378 368 421 328 349 274 274 214 191 209 222 202
"ENSG00000279233" 31 19 41 20 28 33 16 26 18 20 21 39
"ENSG00000256001" 1 4 8 7 3 8 9 2 14 21 5 14
"ENSG00000278266" 7 0 9 12 2 7 13 6 13 10 2 22
"ENSG00000139370" 823 640 1354 850 821 860 974 498 1064 815 828 1084
"ENSG00000279500" 13 0 18 28 12 13 14 4 20 16 6 30
"ENSG00000151948" 74 113 183 113 174 128 132 171 131 72 237 173
"ENSG00000255838" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279650" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000111450" 1196 488 902 881 434 530 545 228 411 365 279 342
"ENSG00000256250" 3 0 21 18 0 9 11 2 6 2 0 6
"ENSG00000222438" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000132341" 3836 3502 5068 3003 4119 3129 3208 3152 4108 1781 2588 2815
"ENSG00000206850" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256299" 5 1 21 10 0 10 3 0 5 1 0 4
"ENSG00000111452" 448 225 91 268 225 42 203 166 155 85 187 112
"ENSG00000279940" 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000279976" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256204" 3 0 2 0 0 2 4 0 1 2 0 2
"ENSG00000279581" 0 2 0 5 1 0 6 0 0 0 0 0
"ENSG00000256151" 14 8 6 16 3 1 5 7 3 5 5 1
"ENSG00000279128" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279993" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280200" 5 0 10 2 0 2 4 0 2 2 4 2
"ENSG00000280002" 2 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256810" 2 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000061936" 1634 969 1607 1822 1151 1140 1484 804 1341 728 1060 1191
"ENSG00000255933" 0 2 4 3 2 2 6 0 0 2 4 2
"ENSG00000198598" 16 74 46 14 150 31 4 23 21 11 45 22
"ENSG00000177169" 1481 902 1677 1101 976 917 713 648 626 531 886 767
"ENSG00000279283" 2 2 4 0 4 1 0 1 11 0 2 4
"ENSG00000255992" 9 11 11 11 13 9 0 10 4 11 2 11
"ENSG00000177192" 655 463 638 463 636 388 441 307 432 286 291 351
"ENSG00000273568" 15 1 9 9 14 5 13 9 9 13 6 13
"ENSG00000183495" 1579 1137 1648 1480 1391 1068 1007 673 783 698 792 919
"ENSG00000271905" 0 2 0 0 0 0 0 0 0 0 0 0
"ENSG00000208892" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000257000" 148 107 172 129 114 98 76 51 71 72 40 63
"ENSG00000185684" 432 304 457 324 328 260 140 168 145 118 179 176
"ENSG00000279640" 0 6 2 0 1 0 0 0 0 0 0 0
"ENSG00000256804" 4 6 11 4 20 0 6 2 1 2 2 9
"ENSG00000184967" 391 369 473 336 418 294 313 254 394 187 241 333
"ENSG00000185163" 449 327 498 343 393 399 289 170 282 182 137 244
"ENSG00000256576" 16 8 6 10 10 14 5 2 4 4 10 10
"ENSG00000182870" 4 4 0 2 4 0 2 0 0 0 0 0
"ENSG00000256943" 2 2 2 2 0 4 0 0 0 4 0 2
"ENSG00000277011" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279480" 3 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256542" 14 6 22 7 4 21 0 0 4 6 2 10
"ENSG00000278872" 6 4 18 2 4 15 0 0 4 2 2 8
"ENSG00000112787" 1565 1180 1308 1151 1275 710 1078 863 972 578 912 913
"ENSG00000280287" 34 12 54 51 21 45 18 6 36 33 6 46
"ENSG00000279700" 16 4 16 9 2 2 6 5 4 10 6 18
"ENSG00000277052" 12 3 2 6 3 3 5 6 2 1 2 2
"ENSG00000177084" 933 888 1065 753 882 673 501 483 563 338 515 552
"ENSG00000256632" 75 72 85 54 65 34 33 40 47 20 46 32
"ENSG00000176894" 76 85 95 62 64 34 44 44 34 15 60 37
"ENSG00000247077" 490 496 587 361 517 312 232 222 224 139 146 150
"ENSG00000176915" 1938 1477 2547 1765 1877 1796 3161 2500 4849 2550 3721 4656
"ENSG00000256108" 0 0 0 4 0 0 0 0 0 0 2 0
"ENSG00000090615" 1907 1514 2562 1569 1866 1634 1660 1175 1982 1417 1329 1851
"ENSG00000072609" 1932 1338 2145 1827 1585 1476 2163 1453 2088 1424 1870 2053
"ENSG00000255703" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250790" 0 3 0 6 2 0 0 0 0 4 2 0
"ENSG00000196458" 169 209 319 177 251 183 61 44 56 54 96 62
"ENSG00000232888" 22 21 23 6 11 8 11 6 8 9 11 1
"ENSG00000252079" 1 2 2 6 0 0 2 1 0 2 0 2
"ENSG00000278949" 45 22 52 32 36 15 13 8 24 26 14 24
"ENSG00000236617" 4 6 0 2 0 2 0 2 1 1 4 4
"ENSG00000198393" 468 276 575 388 293 362 322 190 264 228 180 238
"ENSG00000252269" 0 0 0 2 0 1 0 0 0 0 0 0
"ENSG00000246394" 2 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255807" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000198040" 400 359 700 362 382 550 276 206 371 239 207 326
"ENSG00000196387" 312 216 342 270 208 276 264 195 314 230 247 157
"ENSG00000271963" 2 6 11 0 2 0 0 0 0 0 0 0
"ENSG00000281302" 1 0 0 1 0 0 0 1 0 0 0 0
"ENSG00000214029" 139 121 156 143 112 132 75 70 87 70 69 61
"ENSG00000240991" 4 0 4 0 0 2 0 6 0 0 0 0
"ENSG00000256223" 102 60 129 54 58 71 16 14 9 12 8 13
"ENSG00000256825" 56 41 65 65 53 40 41 25 31 29 39 22
"ENSG00000090612" 401 330 510 463 352 366 246 148 216 151 190 151
"ENSG00000279924" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279516" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279081" 0 6 0 2 4 0 2 8 2 0 4 0
"ENSG00000280208" 0 9 0 2 17 2 0 9 0 0 7 0
"ENSG00000279124" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000216097" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279730" 12 15 29 28 16 23 19 15 31 4 29 41
"ENSG00000226361" 6 2 1 2 9 2 1 2 6 0 4 0
"ENSG00000228797" 44 55 20 32 30 12 6 20 18 8 9 25
"ENSG00000206192" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223024" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242756" 5 4 8 8 0 4 2 0 2 0 6 0
"ENSG00000235500" 0 0 0 0 1 0 1 0 1 1 1 0
"ENSG00000227879" 2 4 1 0 0 0 4 2 3 9 2 4
"ENSG00000237636" 0 0 0 0 0 0 0 0 3 0 2 4
"ENSG00000215349" 11 7 10 4 15 8 12 2 4 1 7 2
"ENSG00000224976" 0 6 9 1 6 3 0 6 4 2 1 1
"ENSG00000231184" 4 0 0 1 1 10 1 2 5 0 0 4
"ENSG00000196199" 939 816 1225 982 875 862 488 323 549 347 444 435
"ENSG00000121390" 681 563 653 604 636 441 1135 791 1150 795 1166 975
"ENSG00000275014" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226352" 34 16 24 18 25 19 22 19 21 22 36 27
"ENSG00000233469" 3 2 2 2 4 0 0 1 0 0 0 0
"ENSG00000132950" 166 149 216 150 175 130 127 83 139 135 142 160
"ENSG00000223576" 2 0 0 0 0 0 0 1 2 0 0 0
"ENSG00000275964" 58 44 77 28 62 53 25 38 46 8 31 50
"ENSG00000121741" 1348 1068 1678 1145 1366 1083 674 570 563 650 924 618
"ENSG00000237672" 4 9 3 8 3 3 3 2 1 6 5 2
"ENSG00000121743" 8 0 4 0 2 0 0 0 2 0 0 6
"ENSG00000165474" 551 723 1452 440 566 975 303 198 860 224 269 615
"ENSG00000279065" 2 2 1 2 0 0 0 0 0 0 0 0
